iter	Logloss
131	0.08575585093
132	0.08528054614
133	0.08503048126
134	0.0847227406
135	0.08444234088
136	0.08421684304
137	0.08398810088
138	0.08373638413
139	0.08354285433
140	0.08329095472
141	0.08312043872
142	0.08293634975
143	0.08277137423
144	0.08261910297
145	0.08245416642
146	0.08217351043
147	0.08196412089
148	0.08171471668
149	0.08150519868
150	0.0813564221
151	0.08104111908
152	0.08081907666
153	0.08064339965
154	0.08034706158
155	0.08018443442
156	0.08004769445
157	0.07986648239
158	0.07964318137
159	0.07949082312
160	0.07933753362
161	0.07916186465
162	0.07901612143
163	0.07890053628
164	0.07879509603
165	0.0786494102
166	0.07838390424
167	0.0782778384
168	0.07811749087
169	0.07796963791
170	0.07781439178
171	0.07773303042
172	0.07753368451
173	0.07739247221
174	0.07719276175
175	0.07704877234
176	0.0768975045
177	0.07676399739
178	0.07661050636
179	0.07645763846
180	0.07632257429
181	0.07624489274
182	0.07601565475
183	0.07584296541
184	0.07564082232
185	0.07551866145
186	0.07543139986
187	0.07523186173
188	0.07516329902
189	0.075069802
190	0.07496201749
191	0.07484518091
192	0.07472639409
193	0.07463875287
194	0.0745282629
195	0.07445184313
196	0.07438157683
197	0.07425789482
198	0.07419692981
199	0.07412102414
200	0.07403745354
201	0.07391975849
202	0.07384493712
203	0.07364207242
204	0.07357346567
205	0.07344873926
206	0.07329428413
207	0.07305559156
208	0.07296506587
209	0.07283952219
210	0.07272987731
211	0.07265453891
212	0.07254347116
213	0.07245600395
214	0.07237384215
215	0.07221704998
216	0.0721603393
217	0.07208372238
218	0.0719683786
219	0.07181119493
220	0.07173405533
221	0.07163403041
222	0.07154712718
223	0.07139233121
224	0.07127760489
225	0.07123110105
226	0.07112759578
227	0.07101104815
228	0.07086706732
229	0.07079692763
230	0.07065511764
231	0.07058016441
232	0.07047086195
233	0.07043243605
234	0.0703554874
235	0.07024294931
236	0.07016601021
237	0.0700382824
238	0.06999471351
239	0.0699232805
240	0.06981268192
241	0.06974671693
242	0.06968315228
243	0.06960487384
244	0.06953319452
245	0.06949077953
246	0.06934481087
247	0.06924877026
248	0.06914013066
249	0.06902563478
250	0.06888833713
251	0.06880686676
252	0.06875213611
253	0.06871156673
254	0.06863112425
255	0.06853232117
256	0.06844203089
257	0.06835672585
258	0.0683032388
259	0.06824549205
260	0.06815276916
261	0.06803797397
262	0.06798721193
263	0.06792922795
264	0.06783547122
265	0.06777536954
266	0.06771341469
267	0.06766364267
268	0.06759083679
269	0.0674876311
270	0.06741070062
271	0.06728039953
272	0.06719468258
273	0.06714186176
274	0.06707791709
275	0.06700496107
276	0.0669074103
277	0.06687172274
278	0.06676271022
279	0.06662279448
280	0.06656952365
281	0.066445106
282	0.06639558101
283	0.06634579256
284	0.06626834117
285	0.06623920113
286	0.06617228532
287	0.06608710114
288	0.06602178871
289	0.06595485397
290	0.06582772055
291	0.06578707783
292	0.06571359434
293	0.06564719635
294	0.06554428589
295	0.06544765263
296	0.06539431117
297	0.06527966879
298	0.06523227816
299	0.06518813798
300	0.06515887112
301	0.06511898818
302	0.06509596044
303	0.06503220521
304	0.06499219105
305	0.06489241501
306	0.06480841448
307	0.0647704645
308	0.06471923712
309	0.06467985159
310	0.06463020662
311	0.06458332228
312	0.06448706202
313	0.06444595028
314	0.06438574338
315	0.06433696505
316	0.06428067943
317	0.06422572862
318	0.06415963568
319	0.06409421998
320	0.06399629806
321	0.06392143283
322	0.0638638993
323	0.06379446562
324	0.06363088687
325	0.06358703759
326	0.06352266749
327	0.06346936325
328	0.06340860438
329	0.0633706557
330	0.06330078674
331	0.06323631016
332	0.06321723061
333	0.06315933878
334	0.0630948724
335	0.06300547118
336	0.06297896373
337	0.06295681794
338	0.06289995099
339	0.06287678631
340	0.062827741
341	0.06276332179
342	0.06272460713
343	0.06268294557
344	0.06263440648
345	0.0625945256
346	0.06254045279
347	0.06248922433
348	0.06242382311
349	0.0623916657
350	0.06234200414
351	0.0622927866
352	0.0622453577
353	0.06218490056
354	0.06212921016
355	0.06203325631
356	0.06198018817
357	0.06187605325
358	0.06178338811
359	0.06173819072
360	0.06167091883
361	0.06164246822
362	0.06159160772
363	0.06153125001
364	0.0614904551
365	0.06144906617
366	0.06138997331
367	0.06135128343
368	0.06127857127
369	0.06124315525
370	0.06120021653
371	0.06116885084
372	0.06113033534
373	0.06107458433
374	0.06105396328
375	0.06101377504
376	0.06099075041
377	0.06094185525
378	0.06087557643
379	0.06083161993
380	0.06078536301
381	0.06068559616
382	0.06062491874
383	0.06058651876
384	0.0605403917
385	0.06050632003
386	0.06046480268
387	0.06042393958
388	0.06039809299
389	0.06036260298
390	0.06030924303
391	0.06021579716
392	0.06015618608
393	0.06012180169
394	0.06008913716
395	0.06004743541
396	0.05997782039
397	0.05993448633
398	0.05986402688
399	0.05985200081
400	0.05981875751
401	0.05977649574
402	0.05968980504
403	0.05965690793
404	0.05960838957
405	0.05958888909
406	0.05956071451
407	0.0594984843
408	0.05945411408
409	0.05942404564
410	0.05938262634
411	0.05934454896
412	0.05931021245
413	0.05923255471
414	0.05919177336
415	0.05913735344
416	0.05910161433
417	0.05906674749
418	0.05899524499
419	0.05893281717
420	0.05889801532
421	0.05886996995
422	0.05885837655
423	0.05882048852
424	0.05878435641
425	0.05874612939
426	0.05869496307
427	0.05865449231
428	0.05861916707
429	0.05856931645
430	0.0585300306
431	0.05849636806
432	0.05845747613
433	0.05844769469
434	0.05840339793
435	0.05839343078
436	0.05835577761
437	0.05831769221
438	0.05828764194
439	0.05824981549
440	0.05819846893
441	0.05817193239
442	0.05815955079
443	0.05812232568
444	0.05806332559
445	0.05801729047
446	0.05798619907
447	0.05795741352
448	0.05792275839
449	0.05788606814
450	0.05783984757
451	0.05780894233
452	0.05775406953
453	0.05771915151
454	0.05767615677
455	0.0576665229
456	0.05762443317
457	0.05757701906
458	0.05755188696
459	0.05750201786
460	0.05746406385
461	0.05742947837
462	0.0573913635
463	0.0573660821
464	0.05733039565
465	0.05729571267
466	0.05726387957
467	0.05723683858
468	0.0572177563
469	0.05717152811
470	0.05712992788
471	0.05709990342
472	0.05706831598
473	0.05703280392
474	0.05700268087
475	0.05697315852
476	0.05692692474
477	0.05689438137
478	0.0568603924
479	0.05685245588
480	0.05680915851
481	0.05678104963
482	0.05675089749
483	0.0567238318
484	0.05671535892
485	0.05668172029
486	0.05665852535
487	0.0566503269
488	0.05661928424
489	0.0565936292
490	0.05655398258
491	0.05652456297
492	0.05648552239
493	0.05646329883
494	0.05645545751
495	0.05642589575
496	0.05638318473
497	0.05636015646
498	0.05629878276
499	0.05625731368
500	0.05621740578
501	0.05615314766
502	0.05612143121
503	0.05611408775
504	0.05608505595
505	0.05606638907
506	0.05602616609
507	0.05599878195
508	0.05594195484
509	0.05592138156
510	0.05589175186
511	0.05585397415
512	0.05582053419
513	0.05578043652
514	0.05575274497
515	0.05571473816
516	0.05568029724
517	0.05564371075
518	0.05560980487
519	0.0555743902
520	0.05555190571
521	0.05554565983
522	0.05551262867
523	0.05548881744
524	0.0554828841
525	0.05545389508
526	0.05542067842
527	0.05538930438
528	0.05535693701
529	0.05532235929
530	0.05527344133
531	0.05525817344
532	0.05523249384
533	0.05521402602
534	0.05515637116
535	0.05511954962
536	0.05510281897
537	0.05506864236
538	0.05504150734
539	0.05500322371
540	0.05495747767
541	0.05493588923
542	0.05489357249
543	0.05487150544
544	0.05483633616
545	0.05480214834
546	0.0547653547
547	0.05471383678
548	0.05467735384
549	0.05465155729
550	0.05462072758
551	0.05458826841
552	0.0545052469
553	0.05446937461
554	0.05444695234
555	0.05440367473
556	0.05438823503
557	0.05436701369
558	0.05433297833
559	0.05431199562
560	0.05428644199
561	0.05425141007
562	0.05422220672
563	0.05418557461
564	0.054166226
565	0.05413382233
566	0.05411256224
567	0.05408353375
568	0.05405312162
569	0.05403223221
570	0.05400452824
571	0.05395894635
572	0.05392840494
573	0.05389923001
574	0.05387520764
575	0.05384547105
576	0.05378541681
577	0.0537577537
578	0.05372676784
579	0.05369922005
580	0.05365790706
581	0.05363187276
582	0.05359943268
583	0.05357964785
584	0.0535605601
585	0.05353168228
586	0.05351112522
587	0.05349167457
588	0.05347253901
589	0.05344453199
590	0.05339968119
591	0.05337393375
592	0.05335470887
593	0.05330361509
594	0.05327623584
595	0.05325382051
596	0.05323188547
597	0.05321364576
598	0.05319603887
599	0.05315735505
600	0.05312597315
601	0.05306993132
602	0.05304931648
603	0.05302118038
604	0.05299719212
605	0.05296955088
606	0.05294967957
607	0.05292355953
608	0.05289123565
609	0.05287331179
610	0.05285606509
611	0.05282498495
612	0.05278594668
613	0.05277354864
614	0.05276069433
615	0.05274099737
616	0.05271532703
617	0.05267914264
618	0.05264618178
619	0.05260784174
620	0.05258382333
621	0.05253787721
622	0.05250545864
623	0.05247502633
624	0.0524510271
625	0.0523980881
626	0.05237138746
627	0.05233515058
628	0.05230241347
629	0.05226969302
630	0.05225092195
631	0.05222934968
632	0.05220183558
633	0.05217868769
634	0.05214693561
635	0.05211690962
636	0.05208164558
637	0.0520591328
638	0.0520455386
639	0.05201118371
640	0.0519950473
641	0.05196313349
642	0.05194262174
643	0.05193089989
644	0.05191061059
645	0.05187671537
646	0.0518606347
647	0.05179838389
648	0.05176631827
649	0.05175071561
650	0.05172951523
651	0.05171449314
652	0.05168107451
653	0.05166017873
654	0.05164742344
655	0.05161900252
656	0.05159177805
657	0.05157534546
658	0.05155099078
659	0.0515364225
660	0.05149897338
661	0.05149522557
662	0.05146605743
663	0.05144168646
664	0.05141868729
665	0.05138300721
666	0.05136879928
667	0.05134686056
668	0.05131395868
669	0.051282349
670	0.05126045592
671	0.05123922002
672	0.05121872081
673	0.05119884757
674	0.05117000535
675	0.05113910103
676	0.05112592843
677	0.05110541457
678	0.05105935879
679	0.05102861629
680	0.05100617253
681	0.05098526042
682	0.05095567598
683	0.05093250124
684	0.0509056653
685	0.0508743143
686	0.05083953455
687	0.0508037759
688	0.05076056681
689	0.05073569674
690	0.05072265347
691	0.05069776808
692	0.05066438047
693	0.0506234451
694	0.05059911759
695	0.05058524783
696	0.05056677828
697	0.05054925313
698	0.05052192987
699	0.05050340394
700	0.05047427902
701	0.0504607895
702	0.05043888935
703	0.05042762644
704	0.0503952705
705	0.05038040469
706	0.05034451052
707	0.05031886012
708	0.05030060399
709	0.05028955806
710	0.05027231961
711	0.05025636517
712	0.05024251303
713	0.05022285886
714	0.05020279191
715	0.05019207817
716	0.05016732756
717	0.05014860016
718	0.05014573907
719	0.05013532195
720	0.05011240583
721	0.05009109205
722	0.05004643369
723	0.05002308411
724	0.05000267335
725	0.04998748204
726	0.04995454632
727	0.04993633033
728	0.04992593586
729	0.04991477417
730	0.04989272549
731	0.04987530329
732	0.0498586874
733	0.04981445846
734	0.04980444335
735	0.04978262339
736	0.04976871837
737	0.04973937451
738	0.0497209507
739	0.04968948193
740	0.04967974749
741	0.04966312309
742	0.04964073713
743	0.04962662016
744	0.04960745009
745	0.04958711019
746	0.04957760225
747	0.04954375694
748	0.04953261708
749	0.04951368531
750	0.04949619292
751	0.04948694975
752	0.049463619
753	0.04945155691
754	0.04944254023
755	0.04943387424
756	0.04941575291
757	0.04939453657
758	0.04936122924
759	0.04933485473
760	0.04932410398
761	0.04927499863
762	0.04925812792
763	0.04923266969
764	0.0491959153
765	0.04917171834
766	0.04915901423
767	0.04914119079
768	0.04911456796
769	0.04909132744
770	0.04906346671
771	0.04905132089
772	0.04904244825
773	0.04902687086
774	0.04900929906
775	0.04896968018
776	0.04896118647
777	0.0489372401
778	0.04891565828
779	0.04889891272
780	0.04888146009
781	0.04887157182
782	0.04883655749
783	0.04881695105
784	0.04878218438
785	0.04876596873
786	0.04874715606
787	0.04872581207
788	0.04870057947
789	0.04866361437
790	0.04865546862
791	0.04863226717
792	0.04860993403
793	0.0485946433
794	0.04857682189
795	0.04856115971
796	0.0485581137
797	0.04855023979
798	0.04852679973
799	0.04852457327
800	0.04850826339
801	0.04847406671
802	0.04845820173
803	0.0484264192
804	0.04841298422
805	0.04839223721
806	0.04838934745
807	0.04837079654
808	0.04833886345
809	0.04832100446
810	0.04831471799
811	0.04829048939
812	0.0482617221
813	0.04823539243
814	0.04822276654
815	0.04821307467
816	0.04820050931
817	0.04817043865
818	0.04815315899
819	0.04812897663
820	0.04809668475
821	0.0480815942
822	0.04805309383
823	0.04803402066
824	0.04802615283
825	0.04801044439
826	0.04799455209
827	0.04797692877
828	0.04795284272
829	0.04794367205
830	0.047926872
831	0.04791390499
832	0.04789934735
833	0.04788150575
834	0.04785995293
835	0.04784173929
836	0.04781691624
837	0.04779717715
838	0.0477873769
839	0.04777977831
840	0.04774717997
841	0.04772907262
842	0.04770003143
843	0.04768524294
844	0.04765232849
845	0.0476448667
846	0.04762996641
847	0.04761216804
848	0.04759667713
849	0.04758946647
850	0.04758353688
851	0.04757233625
852	0.04755771624
853	0.04751846596
854	0.04749492634
855	0.04746159362
856	0.04744159438
857	0.04740421964
858	0.047390349
859	0.04736061575
860	0.04732270194
861	0.04731339213
862	0.04728652559
863	0.04726327536
864	0.04724593095
865	0.04722090679
866	0.04720440772
867	0.0471871563
868	0.04715665923
869	0.04712552505
870	0.04709735803
871	0.04708164045
872	0.04707433818
873	0.04705355311
874	0.04702568469
875	0.04701537289
876	0.04698635878
877	0.04697072439
878	0.04695431875
879	0.04693991707
880	0.04692981302
881	0.04690985418
882	0.04688483273
883	0.04685645794
884	0.04683962407
885	0.04682694739
886	0.04681782538
887	0.04679096412
888	0.04677437285
889	0.0467595837
890	0.04673217266
891	0.04672093611
892	0.04669361169
893	0.04667829931
894	0.0466614207
895	0.04664237454
896	0.04661664211
897	0.04656718945
898	0.04655275599
899	0.04654457648
900	0.0465318588
901	0.04651684075
902	0.04649186571
903	0.04646630148
904	0.04644465205
905	0.04642833539
906	0.04640071266
907	0.04638292251
908	0.04636777567
909	0.04634986517
910	0.04632950909
911	0.04630731121
912	0.04629711631
913	0.04628125555
914	0.04626472562
915	0.04625179661
916	0.04623755038
917	0.04621336761
918	0.04618774109
919	0.04617835166
920	0.04615637745
921	0.04614928328
922	0.04613209088
923	0.04611412087
924	0.04609299732
925	0.04606101186
926	0.0460230051
927	0.04601306736
928	0.04599827948
929	0.04598464218
930	0.04597105429
931	0.04593439101
932	0.04590873329
933	0.04588129585
934	0.04586032955
935	0.04583591987
936	0.04582208712
937	0.04580490735
938	0.04578532038
939	0.04577357874
940	0.04575777585
941	0.04574440089
942	0.04573294275
943	0.04571992809
944	0.04570373683
945	0.04569688467
946	0.0456767377
947	0.04566165314
948	0.04565414906
949	0.04563682318
950	0.04562483285
951	0.04560192471
952	0.04558542533
953	0.04555943647
954	0.04553938897
955	0.0455255587
956	0.04550768649
957	0.04548776368
958	0.04548052448
959	0.04545060091
960	0.0454423477
961	0.04543594303
962	0.04541328557
963	0.04540229
964	0.0453870157
965	0.04537452428
966	0.04535178522
967	0.04533314528
968	0.04530061616
969	0.04528512063
970	0.04526172132
971	0.04524407352
972	0.04521493738
973	0.04520157851
974	0.04518011449
975	0.04516551829
976	0.04515313924
977	0.04514204907
978	0.04511825166
979	0.04510936004
980	0.04507703085
981	0.04505345125
982	0.04503045791
983	0.04501813961
984	0.04500323782
985	0.04499576197
986	0.04497086541
987	0.04494135955
988	0.04493072817
989	0.04490553349
990	0.04489173131
991	0.04487747064
992	0.04485910025
993	0.04484793422
994	0.04482514159
995	0.04481439802
996	0.04480303284
997	0.04478155351
998	0.044758004
999	0.04474707601
